320 6407
115 273 28
116 15 20
116 57 32
116 58 18
116 64 24
116 66 3
116 95 18
116 106 9
116 107 24
116 135 50
116 160 39
116 168 37
116 170 11
116 177 12
116 181 27
116 213 7
116 217 30
116 244 29
116 284 20
116 303 47
116 318 22
116 319 20
117 11 15
117 26 21
117 60 31
117 67 45
117 87 6
117 95 21
117 100 26
117 102 11
117 129 8
117 157 10
117 176 29
117 183 39
117 188 14
117 196 39
117 205 11
117 218 19
117 222 5
117 235 45
117 266 1
117 278 14
117 298 31
117 300 50
118 16 22
118 66 10
118 96 1
118 98 28
118 99 24
118 125 14
118 145 10
118 165 12
118 248 40
118 249 26
118 283 14
118 289 11
118 305 37
119 28 49
119 34 43
119 38 10
119 51 29
119 52 50
119 72 46
119 78 1
119 89 48
119 92 8
119 100 8
119 112 14
119 116 19
119 126 18
119 142 30
119 149 2
119 157 49
119 163 11
119 178 38
119 192 31
119 197 19
119 200 20
119 216 25
119 217 33
119 225 18
119 228 10
119 240 14
119 245 15
119 256 41
119 268 8
119 269 22
119 270 14
119 275 18
120 11 36
120 17 50
120 20 31
120 23 34
120 70 22
120 82 18
120 107 20
120 113 35
120 115 29
120 134 34
120 136 39
120 137 28
120 138 36
120 141 43
120 169 25
120 172 33
120 199 1
120 231 35
120 234 32
120 261 24
120 313 7
120 317 37
121 44 3
121 74 7
121 76 40
121 80 2
121 102 31
121 112 11
121 132 45
121 171 25
121 172 15
121 186 17
121 188 33
121 189 31
121 218 14
121 222 21
121 263 41
121 288 31
121 293 22
121 303 38
122 10 12
122 64 13
122 72 48
122 75 40
122 84 43
122 85 20
122 93 6
122 103 49
122 105 39
122 116 38
122 126 24
122 136 35
122 140 41
122 156 19
122 174 11
122 226 19
122 231 43
122 252 30
122 291 35
123 5 27
123 21 24
123 47 31
123 60 26
123 91 11
123 104 1
123 125 45
123 140 42
123 142 23
123 193 44
123 194 33
123 207 8
123 210 38
123 231 35
123 255 1
123 261 36
123 289 4
123 317 19
124 11 10
124 17 19
124 21 41
124 24 21
124 45 21
124 57 47
124 82 5
124 93 12
124 107 28
124 156 47
124 196 27
124 205 3
124 206 36
124 251 25
124 273 24
124 295 2
125 24 46
125 40 13
125 66 24
125 74 8
125 83 26
125 91 33
125 93 43
125 94 1
125 133 49
125 152 23
125 164 48
125 166 11
125 183 24
125 219 20
125 225 18
125 227 26
125 241 6
125 287 29
125 289 18
125 307 2
125 312 8
125 314 47
125 315 9
126 16 32
126 62 16
126 83 21
126 92 8
126 99 30
126 103 28
126 133 3
126 139 14
126 174 18
126 192 36
126 197 48
126 198 49
126 216 24
126 235 45
126 253 11
126 267 11
126 269 38
126 298 47
126 311 19
126 315 33
127 68 17
127 86 26
127 91 41
127 143 25
127 150 23
127 185 6
127 240 24
127 257 3
127 259 20
127 270 16
127 287 47
128 13 50
128 15 28
128 18 39
128 33 26
128 60 28
128 64 20
128 72 3
128 88 42
128 115 12
128 137 39
128 142 41
128 161 3
128 162 32
128 167 1
128 173 33
128 206 40
128 208 45
128 221 9
128 244 42
128 252 38
128 274 49
129 27 5
129 35 43
129 46 11
129 63 42
129 78 9
129 84 44
129 96 15
129 105 25
129 126 4
129 146 17
129 156 23
129 176 46
129 188 39
129 232 13
129 236 19
129 240 19
129 244 17
129 246 10
129 249 49
129 271 1
129 282 33
129 298 11
129 299 33
129 317 19
130 11 35
130 19 25
130 40 3
130 44 49
130 67 46
130 71 10
130 84 7
130 96 38
130 101 49
130 128 16
130 131 31
130 148 31
130 157 26
130 164 32
130 167 48
130 168 15
130 184 15
130 187 4
130 207 48
130 208 17
130 281 31
130 295 23
130 309 43
130 312 3
130 318 26
131 11 26
131 21 46
131 40 24
131 51 23
131 59 3
131 81 37
131 90 25
131 104 10
131 111 39
131 155 29
131 163 31
131 173 48
131 188 22
131 219 17
131 229 27
131 248 28
131 260 6
131 303 49
131 319 30
132 9 40
132 19 17
132 24 29
132 33 37
132 111 34
132 125 8
132 167 50
132 202 22
132 204 4
132 211 14
132 243 42
132 255 26
132 300 47
132 306 2
132 312 23
133 73 13
133 79 25
133 98 32
133 99 23
133 106 49
133 123 13
133 219 12
133 225 22
133 230 46
133 240 46
133 241 46
133 262 50
133 272 31
133 284 13
133 310 40
134 48 40
134 49 6
134 58 41
134 67 12
134 71 47
134 100 1
134 106 35
134 107 33
134 119 43
134 120 44
134 140 33
134 145 3
134 150 4
134 178 29
134 182 2
134 191 38
134 220 9
134 248 5
134 274 12
134 277 37
134 283 13
134 294 48
134 299 6
134 304 11
134 307 11
135 6 17
135 34 2
135 54 39
135 62 17
135 76 7
135 84 44
135 86 25
135 102 3
135 107 2
135 111 22
135 118 43
135 120 41
135 139 7
135 153 3
135 159 3
135 186 32
135 202 4
135 215 24
135 227 24
135 238 8
135 242 34
135 243 13
135 259 44
136 32 28
136 36 44
136 39 7
136 42 35
136 94 41
136 99 11
136 112 12
136 142 3
136 167 7
136 178 42
136 200 45
136 214 9
136 219 1
136 243 43
136 272 15
136 277 12
136 287 6
137 9 40
137 23 2
137 44 27
137 49 19
137 72 12
137 101 24
137 104 18
137 121 50
137 127 7
137 130 45
137 145 23
137 149 43
137 164 43
137 186 26
137 205 47
137 228 32
137 260 50
137 294 17
137 315 5
138 8 26
138 13 3
138 32 10
138 50 4
138 59 45
138 83 30
138 88 25
138 97 38
138 135 19
138 143 42
138 145 7
138 151 39
138 163 19
138 189 30
138 191 34
138 199 39
138 217 50
138 222 18
138 227 46
138 229 42
138 263 38
138 286 31
138 294 9
138 316 40
139 5 4
139 9 38
139 35 22
139 76 32
139 106 45
139 124 25
139 129 38
139 182 24
139 183 5
139 192 17
139 206 13
139 236 5
139 237 33
139 265 38
139 266 40
139 277 49
139 297 21
139 299 44
139 313 41
140 0 49
140 4 43
140 35 2
140 39 31
140 81 37
140 110 41
140 161 20
140 167 8
140 170 16
140 182 30
140 183 17
140 206 15
140 207 33
140 213 19
140 242 28
140 270 33
140 305 25
140 308 38
141 29 20
141 49 20
141 58 16
141 60 12
141 64 2
141 68 29
141 88 41
141 104 5
141 114 45
141 118 32
141 177 23
141 203 29
141 214 25
141 228 28
141 235 32
142 23 16
142 24 34
142 41 13
142 65 24
142 113 46
142 118 7
142 135 40
142 166 34
142 194 2
142 204 15
142 205 25
142 206 22
142 217 45
142 222 1
142 223 11
142 251 30
142 279 30
142 285 14
142 297 47
142 298 21
142 299 2
142 309 38
142 317 45
143 18 21
143 28 17
143 30 23
143 36 45
143 45 30
143 49 33
143 68 33
143 81 30
143 84 23
143 140 28
143 208 32
143 235 37
143 238 23
143 251 32
143 297 49
143 309 27
144 11 4
144 23 5
144 35 46
144 46 42
144 70 45
144 75 15
144 83 20
144 98 10
144 113 35
144 130 46
144 133 40
144 135 41
144 150 50
144 154 45
144 167 9
144 200 27
144 204 7
144 219 32
144 223 31
144 265 46
144 283 33
144 284 48
144 301 4
145 8 31
145 23 7
145 35 47
145 69 44
145 75 16
145 84 9
145 89 8
145 91 11
145 122 38
145 137 21
145 139 22
145 184 41
145 194 23
145 241 7
145 262 18
145 275 3
145 283 48
145 312 45
146 5 26
146 7 34
146 13 36
146 95 18
146 104 2
146 105 20
146 156 25
146 173 46
146 175 44
146 180 12
146 187 36
146 210 10
146 241 16
146 247 47
146 248 1
146 265 47
146 267 43
146 278 42
146 283 11
146 288 36
147 9 6
147 60 14
147 65 45
147 78 4
147 122 12
147 132 50
147 165 41
147 177 15
147 182 36
147 199 8
147 200 48
147 221 37
147 233 20
147 247 36
147 256 25
147 261 33
147 264 9
147 267 35
147 299 24
147 306 24
147 315 38
148 8 3
148 10 8
148 35 12
148 74 26
148 104 1
148 106 27
148 112 23
148 130 48
148 137 1
148 154 29
148 162 4
148 165 8
148 167 34
148 193 45
148 208 17
148 217 27
148 218 13
148 232 37
148 234 37
148 265 48
148 293 19
148 297 12
148 314 31
148 319 3
149 27 28
149 28 15
149 48 33
149 58 5
149 59 24
149 67 44
149 72 13
149 92 10
149 112 21
149 152 44
149 165 13
149 178 31
149 182 3
149 186 39
149 192 49
149 199 40
149 206 50
149 212 27
149 232 48
149 250 50
149 290 41
149 300 45
149 316 19
150 2 3
150 9 36
150 11 14
150 12 27
150 54 3
150 59 47
150 70 13
150 101 48
150 102 43
150 137 44
150 160 14
150 202 36
150 205 39
150 224 5
150 247 18
150 278 15
150 304 34
150 305 6
151 11 38
151 35 18
151 49 9
151 52 5
151 54 8
151 68 36
151 107 45
151 121 42
151 140 36
151 157 6
151 164 11
151 191 20
151 206 22
151 208 26
151 219 36
151 238 29
151 249 24
151 300 38
151 304 21
151 312 49
151 315 25
152 6 12
152 26 34
152 36 5
152 47 33
152 75 44
152 114 25
152 121 18
152 123 42
152 138 39
152 150 24
152 179 22
152 188 16
152 201 38
152 216 19
152 242 2
152 295 40
152 296 15
152 306 36
153 10 37
153 13 17
153 38 33
153 41 2
153 61 41
153 62 42
153 84 37
153 88 38
153 91 31
153 109 38
153 118 8
153 157 30
153 167 38
153 186 9
153 216 24
153 240 13
153 242 37
153 247 35
153 254 47
154 25 33
154 76 11
154 77 16
154 84 5
154 102 20
154 113 30
154 135 25
154 139 6
154 149 9
154 162 40
154 166 12
154 170 38
154 218 48
154 219 29
154 227 18
154 236 18
154 237 41
154 239 38
154 278 42
154 302 49
154 316 12
155 0 44
155 16 6
155 29 39
155 34 15
155 45 43
155 66 3
155 101 22
155 120 40
155 142 47
155 160 16
155 175 8
155 186 44
155 195 13
155 233 23
155 235 25
155 268 33
155 286 9
155 315 44
156 3 13
156 9 40
156 45 13
156 85 21
156 89 50
156 93 9
156 103 49
156 110 24
156 117 50
156 121 26
156 125 17
156 133 8
156 151 6
156 153 41
156 166 11
156 168 12
156 181 44
156 208 26
156 227 43
156 231 40
156 274 20
156 280 12
156 287 1
157 6 48
157 19 4
157 35 4
157 56 39
157 59 20
157 98 34
157 100 9
157 115 47
157 130 26
157 152 33
157 158 10
157 171 37
157 179 35
157 188 14
157 199 18
157 207 18
157 249 38
157 274 40
157 275 27
157 313 22
157 318 10
158 34 43
158 36 44
158 39 31
158 88 20
158 101 6
158 120 37
158 123 24
158 132 12
158 138 11
158 140 6
158 145 5
158 148 44
158 154 10
158 175 1
158 188 25
158 193 34
158 194 14
158 221 24
158 223 32
158 238 50
158 242 46
158 261 44
158 264 38
158 278 17
158 298 47
158 299 34
158 313 19
159 0 15
159 11 50
159 23 10
159 56 1
159 60 9
159 65 24
159 116 16
159 133 14
159 170 15
159 187 40
159 215 35
159 312 32
160 6 12
160 36 18
160 41 4
160 49 50
160 65 13
160 81 35
160 83 37
160 130 21
160 162 37
160 164 23
160 166 11
160 168 46
160 191 6
160 196 12
160 199 24
160 210 22
160 240 26
160 247 1
160 255 7
160 259 35
160 260 46
160 298 18
160 305 10
160 318 5
161 5 33
161 12 22
161 14 24
161 28 20
161 47 30
161 57 46
161 104 8
161 105 8
161 147 40
161 148 30
161 184 31
161 213 9
161 229 35
161 242 17
161 267 35
161 294 28
161 300 22
162 19 3
162 20 44
162 42 22
162 43 2
162 44 12
162 95 48
162 106 20
162 159 8
162 172 16
162 182 11
162 206 7
162 210 25
162 212 36
162 221 10
162 232 13
162 233 31
162 255 26
162 267 50
163 8 44
163 19 11
163 20 21
163 21 40
163 24 45
163 35 16
163 71 31
163 93 2
163 108 47
163 139 44
163 152 30
163 156 43
163 194 27
163 202 17
163 203 12
163 207 27
163 218 47
163 254 37
163 257 40
163 274 8
163 276 38
163 283 31
163 293 3
163 314 41
163 319 50
164 24 17
164 30 43
164 42 13
164 59 12
164 77 16
164 123 44
164 126 21
164 168 41
164 203 25
164 205 12
164 214 26
164 221 48
164 241 44
164 287 2
164 297 30
164 300 12
164 307 24
164 312 20
165 4 25
165 8 29
165 48 9
165 50 30
165 62 38
165 70 20
165 109 12
165 118 39
165 119 28
165 128 20
165 136 22
165 177 35
165 182 30
165 188 44
165 189 50
165 197 29
165 233 14
165 238 45
165 241 23
165 268 25
165 278 49
165 303 11
165 315 45
166 26 17
166 32 44
166 40 47
166 42 34
166 49 43
166 52 24
166 71 43
166 73 11
166 79 21
166 88 41
166 103 3
166 112 45
166 129 48
166 134 46
166 160 33
166 193 12
166 224 14
166 225 9
166 232 50
166 276 17
166 278 14
166 318 32
167 31 1
167 32 43
167 43 10
167 112 45
167 119 46
167 126 41
167 147 7
167 154 35
167 163 15
167 177 14
167 181 45
167 197 15
167 202 41
167 210 41
167 236 18
167 249 48
167 258 38
167 269 50
167 272 38
167 298 30
167 312 36
167 316 42
168 25 37
168 59 50
168 72 24
168 74 10
168 119 41
168 128 24
168 160 42
168 196 35
168 198 21
168 204 3
168 206 31
168 212 40
168 238 5
168 239 32
168 243 29
168 246 22
168 254 40
168 259 25
168 264 30
168 265 1
168 274 30
168 303 48
168 308 29
168 315 49
169 4 8
169 17 42
169 25 35
169 38 19
169 41 46
169 44 11
169 73 7
169 80 9
169 94 32
169 120 23
169 133 43
169 138 42
169 145 17
169 149 30
169 152 20
169 173 10
169 210 5
169 224 16
169 234 29
169 249 47
169 294 21
169 300 42
169 313 39
170 5 34
170 8 5
170 23 33
170 31 38
170 50 40
170 66 20
170 73 29
170 84 43
170 104 42
170 116 33
170 123 34
170 127 30
170 151 13
170 164 24
170 183 16
170 184 15
170 185 14
170 191 4
170 200 9
170 208 29
170 218 50
170 237 16
170 254 30
170 262 20
170 302 35
171 7 35
171 40 2
171 48 4
171 63 41
171 74 3
171 80 17
171 100 21
171 102 4
171 104 41
171 111 19
171 124 50
171 131 26
171 134 43
171 151 3
171 177 13
171 181 2
171 213 42
171 225 32
171 258 50
171 278 13
172 4 25
172 5 5
172 32 21
172 34 40
172 47 33
172 83 47
172 94 3
172 120 8
172 121 7
172 123 7
172 155 35
172 157 30
172 162 34
172 166 5
172 206 2
172 217 10
172 224 39
172 283 3
172 298 5
172 313 11
173 24 26
173 29 14
173 48 33
173 87 20
173 125 2
173 150 31
173 175 17
173 180 16
173 213 5
173 218 10
173 223 38
173 237 12
173 291 18
173 315 46
174 1 4
174 21 12
174 40 40
174 54 26
174 68 50
174 74 10
174 102 34
174 114 27
174 118 10
174 132 18
174 154 3
174 155 7
174 161 11
174 163 28
174 194 48
174 208 31
174 216 17
174 235 23
174 253 41
174 297 45
174 312 48
174 313 18
175 9 23
175 11 20
175 21 7
175 49 3
175 70 24
175 84 33
175 101 3
175 126 28
175 131 41
175 134 17
175 150 10
175 151 39
175 178 37
175 201 15
175 242 48
175 246 9
175 269 46
175 272 23
175 283 29
176 13 25
176 19 22
176 57 16
176 67 6
176 76 45
176 116 21
176 123 40
176 164 48
176 167 4
176 185 14
176 204 3
176 208 29
176 216 41
176 235 1
176 259 23
176 261 19
176 275 19
176 286 24
176 300 9
176 309 26
177 32 31
177 33 31
177 117 33
177 136 32
177 144 12
177 171 47
177 202 19
177 222 37
177 234 38
177 293 30
178 13 46
178 23 3
178 26 6
178 33 42
178 34 4
178 66 13
178 68 49
178 71 19
178 103 12
178 119 9
178 121 16
178 173 38
178 204 33
178 231 45
178 250 41
178 260 38
178 264 6
178 271 16
178 281 10
178 307 28
178 308 17
178 309 18
179 26 32
179 36 40
179 60 10
179 74 45
179 75 41
179 80 20
179 127 6
179 154 2
179 163 46
179 171 12
179 182 16
179 185 27
179 219 25
179 233 33
179 271 3
179 278 47
179 281 10
179 303 37
179 314 34
180 6 30
180 8 22
180 18 34
180 35 48
180 44 22
180 50 19
180 53 43
180 69 45
180 123 19
180 154 11
180 158 6
180 166 10
180 170 4
180 172 22
180 177 44
180 182 38
180 190 10
180 199 7
180 200 8
180 217 15
180 233 20
180 248 14
180 280 41
180 310 12
181 4 18
181 5 2
181 8 11
181 18 18
181 21 12
181 30 48
181 48 12
181 71 8
181 99 11
181 131 19
181 142 29
181 144 33
181 146 50
181 149 18
181 176 24
181 177 38
181 187 29
181 218 50
181 237 47
181 238 33
181 278 35
181 290 28
181 298 28
181 305 29
181 312 18
182 11 15
182 34 47
182 44 8
182 45 28
182 57 25
182 58 43
182 63 27
182 98 46
182 108 28
182 121 24
182 132 4
182 135 24
182 195 24
182 213 18
182 225 46
182 235 33
182 237 16
182 243 46
182 250 14
182 255 31
182 269 25
182 271 10
182 276 38
182 319 20
183 6 35
183 18 27
183 22 50
183 23 10
183 60 10
183 64 45
183 95 23
183 98 7
183 117 30
183 126 42
183 152 16
183 174 4
183 210 36
183 230 14
183 291 19
183 294 50
183 296 11
183 298 2
184 15 19
184 58 46
184 60 31
184 92 18
184 124 47
184 126 12
184 160 46
184 172 44
184 195 27
184 196 39
184 217 12
184 218 21
184 231 48
184 244 38
184 269 29
185 14 19
185 25 47
185 33 38
185 53 9
185 73 15
185 110 14
185 122 24
185 127 2
185 136 5
185 139 9
185 149 38
185 168 16
185 172 4
185 183 9
185 208 18
185 221 35
185 224 28
185 229 36
185 235 9
185 254 29
185 256 13
185 313 14
185 318 35
186 2 35
186 23 16
186 38 2
186 39 25
186 63 19
186 87 35
186 93 18
186 105 29
186 106 22
186 113 16
186 170 47
186 197 34
186 214 47
186 226 1
186 232 2
186 243 8
186 262 46
186 279 40
186 281 46
186 284 12
186 291 32
187 40 50
187 64 28
187 75 14
187 87 7
187 100 7
187 118 45
187 126 6
187 141 12
187 158 27
187 160 37
187 181 44
187 195 45
187 238 48
187 255 50
187 278 28
187 312 6
187 317 12
188 12 1
188 30 37
188 62 3
188 66 3
188 133 11
188 141 13
188 161 36
188 178 17
188 196 50
188 227 40
188 235 9
188 253 38
188 270 2
188 274 20
188 305 13
189 17 30
189 36 13
189 62 7
189 70 8
189 71 31
189 105 30
189 137 40
189 188 33
189 219 41
189 230 27
189 231 31
189 254 24
189 256 5
189 282 11
189 309 39
189 316 36
190 63 16
190 66 38
190 69 10
190 70 46
190 76 34
190 107 34
190 111 9
190 127 32
190 163 48
190 174 27
190 202 39
190 205 34
190 221 24
190 234 41
191 8 29
191 29 50
191 40 29
191 54 45
191 78 48
191 81 49
191 135 22
191 145 28
191 162 12
191 165 10
191 169 7
191 184 49
191 206 49
191 211 32
191 228 20
191 249 27
191 266 10
191 268 37
191 276 15
191 293 33
191 312 19
192 18 36
192 31 28
192 46 40
192 57 10
192 64 41
192 85 12
192 103 35
192 149 3
192 158 28
192 185 31
192 197 34
192 200 28
192 257 48
192 262 19
192 296 6
192 299 27
192 308 10
193 28 31
193 29 45
193 46 7
193 51 43
193 80 13
193 115 24
193 122 12
193 123 30
193 149 34
193 179 8
193 192 5
193 224 10
193 231 39
193 245 17
193 252 15
193 279 31
193 283 48
193 296 36
194 3 42
194 15 30
194 44 12
194 52 6
194 58 25
194 71 41
194 94 14
194 95 32
194 105 40
194 113 45
194 124 2
194 144 32
194 149 48
194 153 4
194 162 50
194 163 9
194 164 49
194 260 34
194 278 17
194 281 14
195 19 2
195 39 17
195 47 20
195 67 49
195 94 29
195 96 11
195 105 2
195 166 44
195 168 43
195 169 43
195 173 7
195 205 35
195 217 43
195 230 21
195 242 49
195 247 31
195 279 15
195 289 31
195 303 18
196 0 8
196 8 35
196 9 5
196 45 40
196 47 15
196 78 6
196 79 4
196 86 25
196 87 46
196 93 33
196 107 1
196 108 21
196 114 8
196 123 14
196 152 24
196 166 12
196 180 47
196 182 31
196 190 21
196 205 49
196 219 39
196 247 2
196 259 39
196 274 13
196 276 48
196 290 3
196 310 8
197 49 25
197 70 34
197 75 38
197 81 6
197 86 50
197 118 29
197 122 4
197 129 37
197 149 44
197 178 28
197 196 44
197 198 35
197 278 20
197 299 44
197 303 40
197 313 4
198 24 40
198 29 46
198 50 32
198 51 17
198 66 36
198 84 25
198 111 3
198 128 38
198 129 50
198 134 39
198 152 4
198 156 3
198 172 33
198 176 27
198 180 41
198 197 1
198 202 5
198 213 10
198 220 37
198 241 22
198 242 13
198 260 37
198 264 40
198 282 50
198 300 25
198 312 6
199 1 32
199 15 27
199 33 5
199 79 11
199 99 10
199 148 23
199 169 38
199 180 40
199 193 3
199 208 45
199 224 9
199 228 33
199 232 30
199 234 44
199 238 50
199 247 45
199 282 19
199 296 17
199 304 4
199 306 48
199 309 31
200 30 41
200 49 28
200 73 22
200 77 49
200 91 11
200 103 10
200 112 38
200 137 43
200 146 37
200 148 29
200 159 10
200 168 44
200 211 3
200 218 32
200 223 2
200 224 46
200 230 22
200 306 19
200 315 7
200 319 9
201 2 36
201 4 33
201 11 12
201 19 17
201 24 49
201 25 17
201 27 13
201 28 39
201 60 5
201 105 28
201 111 6
201 144 39
201 162 20
201 164 24
201 232 3
201 265 43
201 269 18
201 281 27
201 302 10
201 304 43
201 309 42
202 7 1
202 23 39
202 26 23
202 32 7
202 40 12
202 54 29
202 62 13
202 76 35
202 78 48
202 93 10
202 107 44
202 115 37
202 118 50
202 128 47
202 141 31
202 170 23
202 198 15
202 216 26
202 223 22
202 238 17
202 247 33
202 265 30
202 279 40
202 290 25
202 295 27
202 312 19
203 2 20
203 11 43
203 31 19
203 33 18
203 46 40
203 64 9
203 78 34
203 81 34
203 87 20
203 113 15
203 119 14
203 124 18
203 126 30
203 129 8
203 132 3
203 146 4
203 168 33
203 178 24
203 267 16
203 290 3
203 310 19
203 313 25
203 315 47
204 3 32
204 9 22
204 27 6
204 33 50
204 65 28
204 77 7
204 80 21
204 84 24
204 112 47
204 120 5
204 134 31
204 156 24
204 172 49
204 186 38
204 224 38
204 252 41
204 291 18
204 299 38
204 301 35
204 304 40
205 16 17
205 31 19
205 41 11
205 60 17
205 67 46
205 88 9
205 122 5
205 125 12
205 146 41
205 159 34
205 183 32
205 184 28
205 196 23
205 202 33
205 216 20
205 239 39
205 242 32
205 245 10
205 246 16
205 247 41
205 256 39
205 267 50
205 290 9
205 291 5
205 312 8
205 317 44
206 11 9
206 15 41
206 20 25
206 40 49
206 42 47
206 51 34
206 92 23
206 94 48
206 98 26
206 105 18
206 125 46
206 144 26
206 166 3
206 186 27
206 195 7
206 196 48
206 258 12
206 268 18
206 284 32
206 292 3
206 293 10
206 299 31
206 300 24
206 310 43
206 313 36
207 9 50
207 28 11
207 52 22
207 58 13
207 88 49
207 89 47
207 105 40
207 110 35
207 137 48
207 139 22
207 142 23
207 165 45
207 202 6
207 206 48
207 231 30
207 235 38
207 254 21
207 258 11
207 281 3
207 317 47
208 12 10
208 14 23
208 21 44
208 23 43
208 32 26
208 41 22
208 42 33
208 52 27
208 89 43
208 156 11
208 168 32
208 193 24
208 201 11
208 205 37
208 206 5
208 224 39
208 231 25
208 241 34
208 251 49
208 253 43
208 262 39
208 278 31
208 288 48
208 301 2
208 311 34
208 312 31
209 1 38
209 22 47
209 61 30
209 65 21
209 85 42
209 97 41
209 117 23
209 122 18
209 141 41
209 149 45
209 160 35
209 185 43
209 198 38
209 204 49
209 219 4
209 222 31
209 225 40
209 234 39
209 272 19
209 273 36
209 298 33
210 43 47
210 55 3
210 75 50
210 136 13
210 154 25
210 158 11
210 168 27
210 172 26
210 196 43
210 202 26
210 225 47
210 236 33
210 238 23
210 239 15
210 306 19
210 307 47
210 310 32
211 27 21
211 30 20
211 35 41
211 45 48
211 77 13
211 89 49
211 91 14
211 92 14
211 93 28
211 98 23
211 103 1
211 107 30
211 111 26
211 124 24
211 132 4
211 143 2
211 165 2
211 166 13
211 177 5
211 205 14
211 217 6
211 236 44
211 241 29
211 242 18
211 256 41
211 257 23
211 260 24
211 288 13
211 300 11
211 316 23
211 319 32
212 13 26
212 18 33
212 21 24
212 33 7
212 34 31
212 44 17
212 73 11
212 109 17
212 121 22
212 123 42
212 232 31
212 241 36
212 249 22
212 259 13
212 284 32
212 288 3
212 310 32
213 12 21
213 24 21
213 30 14
213 34 50
213 61 26
213 63 26
213 96 42
213 124 5
213 148 42
213 149 37
213 150 27
213 166 6
213 183 6
213 200 9
213 217 12
213 245 44
213 247 47
213 268 23
214 10 50
214 13 11
214 32 9
214 48 9
214 49 33
214 72 6
214 99 34
214 112 33
214 116 31
214 134 18
214 176 29
214 177 17
214 203 5
214 211 1
214 226 29
214 285 50
214 297 49
215 2 6
215 6 36
215 23 49
215 34 30
215 51 49
215 61 21
215 67 17
215 95 28
215 110 47
215 126 19
215 145 49
215 152 36
215 177 3
215 203 22
215 204 17
215 220 7
215 240 28
215 266 10
215 270 33
215 275 43
215 287 38
215 292 40
216 21 12
216 24 41
216 40 28
216 104 16
216 129 3
216 131 47
216 141 31
216 153 28
216 190 25
216 241 27
216 252 47
216 254 33
216 270 44
216 304 50
216 310 38
217 8 19
217 25 32
217 28 36
217 42 8
217 47 7
217 50 10
217 56 40
217 93 24
217 100 26
217 109 5
217 118 49
217 126 2
217 142 15
217 145 2
217 153 35
217 186 26
217 218 7
217 227 31
217 249 26
217 255 12
217 261 9
217 272 28
217 276 25
217 279 11
218 10 3
218 27 16
218 35 10
218 58 49
218 73 26
218 77 38
218 78 26
218 130 16
218 135 27
218 147 2
218 155 28
218 176 10
218 177 26
218 179 7
218 234 19
218 241 25
218 244 9
218 280 43
218 288 40
218 297 6
218 301 15
219 7 4
219 39 31
219 87 45
219 120 43
219 129 34
219 150 3
219 152 5
219 154 44
219 174 7
219 180 41
219 202 9
219 204 49
219 215 2
219 222 29
220 44 1
220 49 39
220 84 9
220 100 7
220 123 25
220 145 14
220 146 46
220 153 22
220 175 11
220 216 26
220 229 44
220 249 27
220 303 31
220 308 47
220 310 40
220 314 32
220 315 13
221 75 11
221 86 18
221 119 19
221 133 5
221 151 43
221 165 1
221 170 20
221 186 47
221 196 8
221 198 47
221 227 24
221 256 4
221 298 30
221 302 8
221 318 24
222 11 41
222 28 30
222 32 49
222 41 24
222 46 11
222 85 34
222 93 12
222 113 18
222 116 30
222 130 8
222 131 26
222 143 9
222 193 40
222 200 12
222 211 18
222 232 6
222 236 23
222 257 47
222 258 44
222 261 3
222 280 11
222 299 31
222 305 10
222 307 1
223 41 46
223 42 19
223 44 48
223 64 22
223 77 45
223 107 30
223 114 5
223 116 3
223 125 9
223 134 48
223 148 31
223 150 38
223 158 34
223 167 18
223 168 45
223 169 5
223 183 15
223 216 31
223 221 39
223 227 42
223 248 42
223 273 37
223 276 39
223 280 28
224 5 10
224 17 25
224 23 41
224 28 17
224 41 41
224 64 10
224 68 23
224 71 33
224 86 13
224 111 28
224 114 15
224 120 44
224 121 8
224 163 4
224 208 20
224 214 19
224 234 3
224 242 20
224 248 23
224 278 10
224 316 44
224 318 13
225 5 38
225 8 8
225 31 16
225 36 39
225 41 24
225 95 6
225 108 2
225 114 39
225 121 29
225 140 38
225 157 34
225 158 20
225 161 12
225 177 37
225 207 18
225 216 6
225 247 1
225 313 18
225 315 1
226 64 23
226 73 28
226 79 18
226 88 30
226 91 50
226 104 7
226 141 9
226 143 46
226 153 5
226 155 13
226 189 16
226 202 46
226 223 11
226 235 42
226 237 20
226 264 20
226 268 30
226 272 21
226 274 30
226 289 13
226 307 43
226 314 15
227 6 30
227 36 11
227 43 50
227 46 25
227 67 48
227 92 13
227 143 9
227 157 23
227 196 46
227 210 29
227 216 31
227 255 35
227 292 44
227 301 38
227 306 11
227 314 47
228 4 1
228 19 40
228 44 46
228 69 49
228 71 14
228 79 46
228 96 13
228 111 38
228 112 26
228 116 38
228 126 49
228 142 3
228 153 13
228 159 2
228 172 33
228 212 7
228 238 28
228 247 40
228 264 38
228 269 11
228 273 34
228 297 37
229 9 39
229 17 17
229 22 26
229 23 13
229 28 40
229 33 10
229 98 12
229 103 9
229 117 28
229 119 14
229 131 4
229 138 1
229 181 8
229 199 22
229 200 25
229 207 20
229 231 26
229 248 13
229 274 33
229 283 18
229 292 25
229 295 15
230 7 44
230 18 38
230 34 10
230 45 44
230 57 49
230 62 32
230 67 35
230 76 13
230 78 47
230 94 41
230 104 27
230 192 12
230 209 38
230 231 24
230 232 17
230 239 4
230 247 34
230 265 16
230 271 40
231 1 39
