300 18106
38 210 6
38 212 3
38 222 9
38 231 10
38 249 9
38 253 9
38 255 1
38 262 4
38 264 9
38 265 2
38 268 5
38 269 5
38 272 2
38 273 4
38 277 10
38 278 2
38 281 4
38 283 5
38 291 4
38 299 3
39 0 9
39 3 8
39 4 7
39 6 3
39 13 7
39 17 7
39 18 7
39 30 8
39 31 1
39 42 1
39 46 6
39 47 2
39 65 8
39 67 3
39 71 10
39 72 5
39 77 4
39 78 2
39 79 5
39 86 6
39 90 4
39 95 3
39 96 9
39 110 9
39 112 10
39 113 4
39 119 3
39 127 6
39 145 6
39 161 9
39 168 3
39 170 7
39 172 5
39 173 1
39 181 7
39 184 1
39 187 1
39 188 4
39 189 4
39 193 3
39 202 9
39 203 3
39 206 2
39 213 6
39 216 7
39 220 7
39 221 1
39 225 5
39 230 3
39 232 7
39 235 10
39 245 3
39 250 6
39 254 8
39 260 1
39 266 7
39 272 8
39 273 3
39 279 10
39 289 2
39 298 4
39 299 5
40 3 1
40 4 3
40 11 6
40 12 8
40 14 7
40 15 1
40 26 2
40 58 10
40 59 9
40 63 9
40 74 4
40 78 9
40 79 10
40 87 10
40 90 5
40 91 10
40 92 6
40 97 1
40 99 4
40 107 3
40 111 2
40 118 10
40 121 6
40 135 3
40 137 9
40 145 2
40 148 9
40 149 8
40 152 4
40 154 7
40 157 7
40 161 2
40 167 5
40 176 3
40 184 4
40 188 1
40 191 3
40 196 7
40 198 10
40 202 10
40 209 9
40 225 3
40 234 6
40 235 8
40 244 5
40 247 8
40 254 1
40 255 10
40 258 2
40 259 7
40 265 9
40 266 4
40 267 2
40 268 3
40 277 10
40 281 8
40 284 10
40 286 5
40 293 2
40 297 9
41 3 6
41 14 9
41 16 1
41 23 9
41 39 5
41 44 10
41 49 8
41 53 8
41 56 1
41 60 1
41 66 10
41 72 8
41 73 8
41 80 5
41 85 3
41 90 10
41 93 3
41 103 5
41 108 7
41 110 1
41 112 1
41 114 7
41 119 7
41 121 9
41 124 3
41 127 4
41 139 4
41 143 8
41 152 5
41 153 7
41 167 2
41 168 10
41 173 7
41 174 6
41 175 3
41 179 2
41 187 5
41 190 6
41 192 3
41 197 3
41 203 7
41 212 8
41 214 3
41 217 3
41 219 7
41 231 6
41 236 8
41 240 4
41 246 5
41 247 1
41 249 5
41 250 10
41 264 3
41 266 6
41 271 1
41 272 8
41 273 1
41 277 1
41 281 7
41 293 8
41 296 9
42 1 8
42 3 3
42 10 2
42 11 2
42 18 7
42 19 1
42 23 8
42 29 8
42 30 7
42 37 8
42 39 4
42 41 3
42 43 10
42 69 6
42 73 7
42 74 5
42 75 2
42 76 10
42 79 4
42 81 2
42 88 4
42 89 9
42 90 7
42 94 6
42 102 7
42 106 5
42 108 7
42 110 7
42 113 1
42 122 8
42 126 2
42 130 7
42 132 5
42 133 3
42 146 4
42 156 2
42 179 4
42 180 2
42 185 10
42 186 9
42 191 7
42 199 3
42 202 1
42 205 6
42 207 7
42 209 1
42 212 6
42 224 1
42 234 8
42 237 2
42 238 3
42 240 8
42 247 10
42 249 6
42 254 7
42 257 7
42 259 2
42 267 3
42 269 1
42 275 3
42 280 4
42 281 9
42 291 4
42 296 7
43 0 4
43 10 10
43 12 9
43 20 3
43 22 10
43 24 1
43 28 9
43 40 4
43 42 6
43 44 5
43 50 1
43 54 8
43 62 7
43 63 9
43 65 3
43 73 9
43 76 8
43 86 8
43 89 4
43 90 7
43 97 6
43 101 9
43 105 6
43 111 9
43 117 1
43 119 9
43 123 7
43 127 5
43 129 6
43 130 6
43 131 5
43 132 5
43 137 10
43 144 6
43 145 5
43 152 6
43 154 2
43 162 5
43 169 3
43 171 9
43 177 1
43 186 10
43 187 6
43 191 2
43 193 1
43 194 1
43 198 1
43 199 10
43 204 5
43 208 2
43 210 6
43 223 4
43 225 8
43 226 9
43 227 8
43 230 7
43 235 6
43 240 8
43 248 1
43 251 8
43 255 4
43 257 9
43 258 8
43 261 5
43 266 2
43 267 1
43 270 7
43 272 8
43 285 3
43 290 8
43 298 1
44 9 1
44 11 2
44 16 9
44 19 5
44 31 2
44 39 6
44 40 8
44 41 3
44 46 4
44 49 6
44 51 9
44 54 3
44 56 1
44 62 8
44 63 6
44 66 9
44 91 9
44 105 4
44 111 2
44 115 5
44 119 1
44 120 1
44 122 3
44 125 9
44 128 4
44 130 8
44 132 8
44 141 4
44 145 5
44 149 5
44 152 10
44 158 5
44 170 9
44 176 2
44 188 4
44 194 9
44 199 2
44 212 9
44 218 4
44 221 5
44 222 7
44 225 2
44 234 9
44 235 9
44 238 7
44 245 4
44 251 4
44 252 1
44 256 5
44 267 7
44 276 8
44 287 9
44 290 8
44 292 4
44 296 1
45 4 2
45 21 8
45 29 7
45 30 3
45 37 1
45 40 7
45 49 4
45 50 8
45 51 7
45 57 1
45 58 1
45 69 4
45 71 5
45 80 5
45 91 8
45 94 7
45 98 5
45 101 3
45 106 10
45 122 9
45 139 8
45 142 9
45 150 4
45 151 4
45 152 7
45 156 2
45 159 1
45 164 10
45 180 3
45 188 8
45 189 8
45 196 3
45 206 3
45 215 2
45 219 8
45 225 1
45 240 2
45 241 9
45 243 4
45 252 1
45 253 3
45 262 2
45 263 1
45 265 6
45 266 3
45 267 3
45 271 3
45 272 1
45 274 6
45 276 4
45 281 5
45 283 7
45 285 10
45 288 5
46 3 8
46 17 8
46 18 8
46 23 3
46 30 3
46 31 3
46 49 2
46 61 10
46 63 2
46 68 5
46 69 10
46 71 2
46 75 9
46 80 9
46 85 8
46 106 1
46 113 7
46 115 1
46 122 4
46 123 4
46 127 8
46 132 1
46 134 5
46 137 9
46 144 1
46 148 7
46 149 10
46 157 3
46 162 9
46 163 6
46 168 8
46 169 3
46 173 10
46 176 1
46 177 5
46 179 10
46 182 10
46 186 1
46 191 9
46 203 1
46 206 5
46 208 1
46 210 10
46 215 6
46 221 10
46 223 6
46 231 10
46 238 10
46 246 7
46 251 8
46 257 1
46 258 2
46 261 1
46 262 2
46 270 4
46 276 5
46 279 1
46 282 10
46 284 10
46 292 1
46 296 8
47 3 10
47 5 10
47 6 7
47 15 9
47 18 7
47 22 6
47 24 7
47 28 1
47 35 6
47 40 6
47 43 9
47 46 9
47 48 1
47 51 2
47 52 8
47 60 10
47 66 3
47 69 6
47 71 1
47 73 6
47 75 7
47 85 5
47 92 3
47 96 8
47 103 9
47 105 6
47 106 2
47 108 8
47 115 5
47 120 9
47 123 5
47 132 7
47 137 6
47 149 4
47 150 5
47 153 6
47 157 4
47 158 5
47 159 3
47 163 9
47 169 5
47 170 10
47 185 7
47 190 6
47 193 4
47 198 3
47 199 1
47 200 2
47 210 7
47 211 9
47 217 8
47 222 6
47 223 2
47 228 3
47 230 4
47 233 2
47 240 7
47 243 3
47 244 1
47 251 7
47 260 5
47 282 8
47 295 7
48 3 5
48 12 8
48 18 10
48 20 6
48 22 8
48 25 5
48 31 10
48 45 9
48 51 4
48 56 5
48 64 7
48 73 6
48 78 8
48 84 7
48 89 3
48 93 7
48 95 9
48 99 7
48 101 5
48 106 10
48 112 5
48 114 1
48 121 4
48 124 7
48 126 6
48 132 8
48 134 5
48 143 8
48 148 2
48 153 4
48 154 5
48 155 6
48 161 5
48 163 2
48 171 10
48 173 1
48 174 3
48 185 7
48 193 8
48 196 3
48 198 4
48 199 5
48 200 4
48 209 10
48 212 5
48 220 6
48 231 7
48 232 1
48 235 1
48 238 3
48 242 4
48 244 9
48 246 8
48 248 6
48 256 10
48 260 5
48 263 5
48 278 10
48 279 10
48 284 9
48 285 5
48 288 4
48 290 7
48 295 4
48 296 4
48 299 6
49 0 8
49 3 8
49 22 9
49 25 9
49 31 4
49 33 10
49 34 4
49 35 8
49 39 8
49 43 7
49 53 3
49 56 8
49 59 7
49 67 8
49 82 4
49 92 9
49 94 3
49 97 9
49 98 10
49 99 2
49 107 7
49 109 9
49 110 2
49 123 4
49 131 9
49 132 3
49 138 8
49 141 1
49 146 7
49 152 4
49 163 2
49 170 9
49 171 7
49 172 6
49 176 10
49 181 5
49 182 6
49 183 10
49 187 8
49 188 1
49 194 6
49 196 8
49 198 4
49 199 4
49 207 5
49 214 8
49 217 2
49 220 9
49 222 5
49 226 4
49 229 3
49 238 9
49 249 1
49 259 4
49 260 9
49 265 2
49 266 4
49 272 3
49 275 6
49 279 7
49 289 7
49 292 4
49 297 10
50 1 6
50 5 2
50 6 7
50 9 10
50 15 9
50 18 8
50 21 1
50 26 1
50 29 2
50 31 7
50 35 7
50 44 7
50 45 3
50 56 5
50 61 6
50 66 3
50 67 6
50 69 2
50 75 6
50 77 6
50 83 6
50 85 10
50 87 3
50 104 5
50 105 3
50 112 8
50 115 9
50 123 4
50 130 3
50 135 7
50 139 8
50 143 2
50 154 2
50 156 8
50 157 1
50 159 4
50 162 2
50 163 4
50 165 10
50 168 8
50 174 1
50 176 8
50 177 2
50 184 2
50 189 9
50 190 9
50 194 8
50 201 8
50 202 1
50 208 1
50 212 2
50 213 3
50 214 3
50 219 9
50 227 3
50 230 3
50 238 10
50 245 2
50 246 5
50 247 6
50 255 7
50 258 10
50 274 8
50 277 8
50 279 7
51 0 8
51 1 10
51 12 3
51 16 9
51 20 4
51 33 9
51 34 5
51 35 8
51 43 7
51 44 4
51 46 6
51 52 9
51 58 1
51 60 8
51 63 4
51 64 1
51 75 7
51 76 9
51 77 6
51 78 1
51 80 8
51 83 2
51 88 10
51 96 4
51 98 3
51 116 3
51 118 5
51 123 2
51 133 6
51 137 5
51 138 7
51 145 4
51 149 8
51 152 2
51 158 3
51 159 6
51 170 4
51 182 2
51 189 2
51 193 8
51 194 2
51 197 9
51 199 4
51 206 9
51 209 10
51 212 2
51 215 7
51 216 5
51 226 5
51 229 4
51 232 10
51 233 1
51 240 1
51 241 7
51 257 6
51 259 7
51 264 5
51 267 5
51 269 2
51 271 10
51 273 2
51 283 4
51 285 5
51 288 2
52 3 7
52 26 10
52 28 1
52 32 5
52 33 4
52 40 4
52 45 7
52 46 6
52 48 2
52 51 7
52 53 8
52 55 2
52 56 4
52 58 3
52 61 2
52 64 6
52 65 10
52 66 3
52 69 10
52 70 9
52 80 8
52 94 8
52 95 7
52 105 5
52 106 2
52 107 2
52 109 6
52 112 2
52 113 10
52 115 8
52 120 4
52 129 10
52 133 10
52 137 8
52 142 3
52 149 8
52 151 4
52 154 1
52 156 6
52 165 10
52 168 6
52 171 8
52 172 8
52 182 9
52 187 7
52 190 9
52 198 9
52 203 7
52 209 6
52 223 7
52 227 5
52 230 8
52 232 6
52 241 4
52 246 1
52 247 4
52 253 6
52 254 7
52 258 8
52 263 9
52 268 3
52 274 1
52 285 8
52 287 7
52 291 1
52 295 10
53 12 9
53 15 10
53 16 5
53 18 8
53 20 10
53 21 6
53 24 1
53 33 6
53 45 8
53 50 7
53 51 7
53 63 3
53 66 10
53 67 3
53 68 9
53 75 10
53 79 1
53 81 7
53 88 6
53 121 3
53 123 3
53 129 7
53 132 8
53 141 7
53 144 5
53 147 7
53 151 2
53 154 9
53 157 4
53 161 8
53 164 5
53 176 3
53 181 7
53 184 8
53 193 4
53 194 1
53 195 6
53 196 7
53 197 2
53 203 10
53 215 6
53 216 3
53 227 8
53 231 10
53 236 5
53 241 4
53 252 8
53 259 8
53 260 5
53 263 10
53 271 6
53 284 9
53 293 1
53 294 8
53 298 1
54 8 8
54 10 8
54 11 2
54 13 5
54 19 3
54 20 2
54 25 4
54 28 3
54 31 3
54 34 6
54 35 5
54 48 8
54 51 1
54 53 8
54 67 6
54 79 8
54 82 10
54 87 2
54 90 8
54 92 9
54 103 9
54 106 8
54 107 8
54 109 3
54 111 6
54 115 8
54 119 8
54 127 2
54 129 6
54 150 1
54 152 10
54 154 9
54 163 10
54 171 6
54 173 3
54 174 10
54 188 2
54 190 5
54 192 2
54 195 1
54 199 3
54 204 3
54 207 8
54 218 9
54 221 8
54 226 1
54 230 5
54 232 9
54 234 10
54 238 2
54 241 10
54 246 4
54 248 9
54 250 5
54 251 4
54 253 10
54 255 7
54 261 7
54 269 4
54 270 7
54 271 9
54 275 10
54 276 9
54 277 4
54 278 6
54 282 1
54 287 1
54 291 7
54 294 9
54 297 1
54 298 8
55 0 8
55 4 7
55 6 7
55 8 9
55 10 5
55 13 7
55 14 7
55 15 9
55 21 9
55 25 3
55 26 4
55 32 3
55 34 2
55 36 8
55 38 10
55 43 6
55 46 7
55 48 2
55 58 3
55 60 4
55 62 6
55 63 6
55 64 1
55 69 4
55 70 7
55 76 3
55 91 3
55 94 6
55 98 7
55 100 3
55 101 1
55 114 2
55 118 7
55 119 5
55 132 8
55 133 1
55 136 7
55 145 10
55 154 3
55 168 4
55 198 6
55 199 4
55 200 3
55 204 8
55 215 2
55 216 6
55 217 4
55 225 3
55 230 3
55 232 6
55 243 5
55 245 3
55 251 3
55 267 6
55 269 5
55 273 10
55 277 3
55 290 3
55 291 1
55 295 3
55 296 8
55 299 8
56 2 2
56 4 7
56 7 1
56 8 8
56 14 4
56 17 2
56 19 9
56 22 10
56 24 4
56 30 9
56 35 7
56 40 10
56 42 8
56 49 6
56 58 9
56 61 4
56 68 9
56 69 9
56 70 4
56 79 7
56 82 7
56 89 10
56 92 3
56 94 1
56 98 7
56 100 6
56 102 6
56 109 8
56 118 6
56 120 4
56 122 1
56 124 5
56 128 6
56 133 3
56 140 6
56 144 5
56 150 6
56 152 9
56 153 3
56 160 7
56 167 9
56 170 3
56 172 7
56 189 5
56 205 3
56 206 3
56 209 10
56 215 9
56 218 10
56 219 1
56 223 6
56 229 5
56 237 2
56 241 4
56 244 3
56 245 8
56 257 5
56 259 1
56 261 9
56 263 4
56 264 4
56 266 1
56 271 2
56 284 4
56 291 8
56 295 9
56 296 4
57 3 5
57 5 3
57 9 10
57 11 1
57 17 8
57 28 8
57 33 2
57 35 7
57 36 8
57 39 7
57 41 4
57 44 1
57 53 2
57 56 5
57 59 6
57 64 7
57 69 8
57 72 3
57 88 1
57 90 9
57 94 2
57 95 6
57 96 9
57 98 6
57 106 8
57 107 3
57 112 1
57 118 10
57 124 7
57 126 5
57 132 4
57 133 2
57 139 1
57 142 4
57 147 3
57 177 4
57 178 6
57 185 1
57 188 7
57 193 9
57 196 5
57 200 9
57 201 8
57 210 1
57 211 6
57 223 7
57 227 7
57 228 9
57 233 8
57 236 5
57 244 5
57 251 5
57 253 2
57 255 5
57 257 8
57 260 3
57 261 2
57 264 6
57 272 8
57 273 2
57 275 10
57 276 6
57 284 6
57 286 4
57 290 9
57 298 10
58 2 5
58 7 3
58 10 1
58 20 9
58 26 5
58 27 9
58 28 4
58 36 3
58 46 4
58 62 7
58 63 5
58 64 6
58 73 2
58 74 8
58 77 10
58 82 5
58 88 6
58 104 3
58 106 2
58 111 2
58 114 8
58 115 8
58 118 3
58 119 2
58 129 8
58 133 8
58 139 10
58 143 1
58 146 9
58 147 2
58 150 6
58 152 10
58 160 7
58 165 9
58 171 9
58 173 6
58 174 6
58 176 4
58 179 5
58 181 6
58 183 9
58 186 4
58 196 7
58 198 6
58 202 3
58 204 9
58 215 4
58 237 9
58 238 10
58 246 6
58 247 8
58 249 7
58 254 9
58 259 8
58 268 3
58 273 9
58 274 2
58 283 2
58 287 5
58 288 3
58 292 2
58 296 4
59 6 8
59 10 5
59 12 1
59 13 1
59 15 6
59 21 1
59 28 1
59 31 9
59 33 2
59 42 2
59 60 10
59 62 4
59 63 8
59 66 5
59 67 3
59 68 6
59 77 2
59 102 8
59 104 4
59 106 10
59 112 7
59 121 1
59 125 2
59 130 1
59 139 1
59 153 8
59 161 10
59 165 10
59 167 10
59 169 10
59 171 5
59 172 2
59 174 4
59 175 7
59 177 10
59 181 1
59 183 9
59 191 8
59 193 8
59 197 8
59 201 3
59 203 2
59 205 5
59 207 9
59 209 2
59 210 9
59 211 9
59 224 9
59 225 5
59 232 5
59 234 10
59 235 9
59 236 2
59 241 10
59 251 7
59 255 4
59 257 8
59 260 3
59 266 7
59 267 7
59 280 9
59 284 5
59 285 2
59 287 4
59 290 5
59 294 6
59 295 6
59 298 2
60 1 10
60 5 5
60 14 10
60 17 7
60 20 6
60 25 3
60 26 6
60 27 5
60 28 6
60 30 8
60 32 4
60 34 1
60 35 1
60 44 7
60 48 3
60 62 9
60 63 7
60 66 3
60 79 6
60 81 5
60 83 2
60 86 4
60 89 9
60 105 8
60 108 6
60 111 10
60 112 5
60 117 7
60 121 10
60 133 4
60 134 9
60 150 3
60 151 1
60 156 10
60 159 8
60 166 8
60 167 5
60 171 9
60 177 3
60 183 10
60 189 2
60 192 6
60 195 5
60 209 8
60 213 6
60 226 6
60 237 10
60 245 1
60 249 5
60 258 5
60 287 7
60 295 5
60 297 4
61 2 6
61 17 1
61 21 7
61 26 7
61 28 10
61 38 1
61 44 3
61 51 3
61 60 2
61 77 1
61 82 5
61 86 2
61 94 10
61 98 10
61 99 7
61 103 6
61 111 3
61 115 6
61 117 3
61 120 1
61 122 2
61 137 5
61 143 9
61 144 1
61 147 4
61 149 10
61 151 5
61 167 9
61 176 9
61 195 10
61 197 9
61 200 5
61 204 7
61 206 9
61 215 8
61 225 9
61 226 9
61 228 6
61 229 4
61 235 9
61 240 1
61 243 9
61 245 5
61 248 1
61 257 2
61 279 9
61 281 3
61 289 9
61 292 5
61 297 7
62 1 4
62 13 2
62 14 5
62 16 8
62 18 1
62 27 10
62 40 8
62 46 2
62 54 9
62 59 7
62 72 3
62 78 9
62 79 1
62 85 1
62 88 9
62 95 3
62 103 2
62 105 10
62 106 10
62 112 4
62 113 5
62 120 3
62 122 3
62 139 4
62 148 3
62 149 3
62 163 7
62 165 5
62 168 7
62 172 6
62 173 8
62 174 9
62 177 9
62 186 4
62 188 1
62 192 7
62 194 5
62 199 1
62 201 2
62 205 8
62 208 7
62 209 2
62 217 1
62 223 3
62 236 3
62 237 2
62 248 9
62 250 3
62 275 3
62 276 9
62 277 4
62 282 6
62 284 2
62 288 1
62 295 7
62 297 6
63 0 4
63 2 1
63 11 5
63 14 9
63 26 2
63 36 5
63 39 4
63 44 8
63 50 8
63 64 4
63 66 10
63 67 9
63 88 6
63 100 5
63 105 10
63 118 7
63 126 6
63 127 10
63 131 8
63 134 9
63 141 4
63 144 4
63 152 7
63 153 5
63 163 8
63 171 9
63 180 7
63 207 3
63 218 5
63 219 10
63 232 6
63 234 10
63 238 4
63 241 2
63 243 3
63 246 3
63 251 1
63 252 10
63 254 4
63 256 4
63 258 7
63 263 2
63 267 9
63 282 5
63 287 7
63 292 2
63 296 6
63 297 7
64 3 5
64 6 7
64 16 9
64 18 6
64 28 8
64 29 6
64 32 10
64 41 7
64 42 9
64 46 6
64 51 7
64 52 2
64 58 6
64 74 7
64 75 5
64 81 4
64 85 8
64 91 1
64 92 3
64 102 4
64 115 7
64 118 5
64 119 1
64 120 1
64 121 5
64 132 8
64 133 3
64 134 4
64 137 9
64 147 3
64 148 9
64 149 8
64 151 1
64 154 8
64 156 8
64 166 9
64 167 3
64 172 4
64 177 8
64 178 2
64 179 4
64 180 4
64 188 2
64 207 9
64 208 5
64 212 7
64 220 8
64 223 5
64 224 10
64 226 1
64 231 7
64 246 9
64 248 4
64 250 4
64 260 2
64 266 9
64 278 5
64 296 2
65 3 2
65 10 9
65 13 1
65 15 9
65 16 7
65 19 5
65 23 3
65 25 10
65 37 1
65 43 4
65 44 4
65 62 7
65 68 8
65 81 5
65 94 5
65 99 3
65 106 4
65 108 8
65 111 9
65 112 6
65 116 5
65 125 8
65 128 4
65 131 5
65 133 3
65 138 2
65 148 6
65 156 2
65 157 2
65 161 6
65 162 9
65 173 4
65 176 9
65 179 2
65 180 9
65 181 7
65 192 6
65 193 1
65 204 5
65 209 8
65 213 4
65 215 9
65 221 10
65 224 5
65 225 2
65 232 8
65 242 3
65 247 2
65 258 9
65 263 3
65 267 4
65 273 6
65 280 7
65 281 8
65 285 9
65 291 2
65 292 3
66 1 7
66 6 3
66 9 10
66 14 4
66 15 6
66 16 9
66 23 4
66 34 8
66 43 9
66 44 9
66 56 4
66 58 4
66 63 9
66 67 2
66 78 1
66 79 2
66 82 5
66 84 1
66 94 3
66 95 8
66 98 5
66 105 9
66 115 10
66 117 4
66 126 4
66 129 9
66 130 3
66 135 5
66 145 2
66 161 10
66 163 4
66 170 1
66 172 2
66 188 3
66 191 1
66 193 8
66 195 7
66 196 10
66 197 8
66 198 7
66 202 8
66 205 6
66 209 6
66 216 2
66 222 7
66 224 8
66 238 4
66 239 9
66 250 2
66 251 1
66 258 10
66 264 8
66 274 4
66 281 6
66 286 1
66 293 9
67 5 2
67 7 8
67 9 6
67 22 7
67 27 4
67 37 4
67 44 3
67 60 7
67 65 4
67 69 5
67 73 7
67 76 5
67 82 6
67 83 1
67 91 3
67 95 6
67 96 9
67 109 1
67 110 9
67 112 1
67 115 2
67 120 2
67 122 8
67 124 2
67 125 5
67 128 10
67 129 5
67 149 5
67 152 4
67 157 2
67 163 2
67 168 9
67 176 9
67 180 10
67 181 3
67 184 3
67 191 9
67 204 1
67 205 4
67 206 9
67 207 6
67 208 10
67 209 10
67 213 10
67 220 9
67 221 1
67 229 9
67 230 7
67 237 8
67 240 9
67 242 6
67 243 7
67 249 2
67 250 8
67 255 7
67 258 5
67 259 1
67 263 9
67 265 1
67 274 6
67 275 3
67 280 6
67 283 3
67 291 10
67 297 6
67 299 4
68 0 7
68 3 9
68 7 2
68 10 9
68 15 4
68 24 1
68 30 7
68 32 6
68 39 8
68 50 2
68 53 7
68 54 8
68 58 6
68 60 10
68 63 9
68 71 3
68 75 1
68 81 4
68 83 4
68 90 4
68 92 6
68 102 1
68 104 5
68 109 10
68 116 2
68 117 3
68 119 4
68 120 6
68 121 7
68 123 1
68 124 1
68 129 5
68 132 10
68 134 4
68 137 2
68 138 5
68 149 3
68 151 8
68 160 5
68 164 3
68 165 8
68 169 6
68 172 8
68 175 2
68 190 1
68 202 4
68 206 2
68 212 2
68 213 10
68 223 8
68 243 10
68 260 9
68 263 6
68 270 10
68 276 4
68 277 3
68 279 5
68 282 8
68 289 3
68 293 9
69 4 1
69 7 8
69 10 5
69 26 8
69 42 2
69 44 4
69 48 6
69 56 1
69 58 2
69 60 1
69 64 10
69 67 8
69 77 8
69 81 2
69 82 7
69 85 4
69 97 8
69 100 6
69 104 7
69 108 7
69 109 1
69 114 10
69 117 2
69 124 1
69 131 10
69 136 10
69 144 6
69 148 10
69 150 1
69 156 9
69 168 6
69 169 5
69 175 1
69 177 9
69 193 6
69 195 6
69 196 2
69 200 4
69 201 8
69 209 3
69 212 9
69 216 3
69 218 2
69 220 5
69 223 9
69 233 2
69 235 4
69 238 8
69 252 7
69 255 10
69 258 7
69 260 4
69 267 2
69 273 8
69 285 10
69 287 9
69 291 3
69 294 8
69 296 4
70 3 2
70 8 7
70 24 2
70 32 2
70 34 6
70 36 2
70 38 2
70 51 9
70 62 8
70 63 2
70 64 5
70 65 6
70 67 1
70 77 2
70 83 2
70 84 10
70 91 1
70 95 1
70 98 7
70 101 7
70 102 3
70 104 4
70 106 10
70 111 2
70 112 9
70 129 7
70 134 3
70 137 9
70 140 4
70 141 10
70 142 1
70 143 10
70 154 3
70 157 2
70 168 3
70 174 8
70 181 10
70 182 7
70 185 8
70 200 4
70 206 1
70 214 7
70 221 1
70 227 7
70 232 5
70 234 9
70 237 5
70 243 5
70 246 4
70 249 8
70 254 7
70 255 1
70 256 9
70 261 10
70 265 10
70 268 9
70 275 6
70 280 7
70 281 10
70 286 2
70 290 5
70 295 1
70 296 7
71 5 5
71 6 1
71 19 5
71 25 7
71 29 7
71 32 6
71 37 4
71 42 8
71 55 10
71 72 7
71 73 4
71 74 7
71 76 10
71 78 5
71 79 1
71 81 6
71 83 4
71 85 6
71 86 6
71 87 2
71 88 6
71 93 3
71 105 7
71 108 8
71 111 8
71 120 9
71 124 10
71 130 1
71 135 9
71 137 9
71 138 2
71 140 3
71 141 9
71 144 2
71 159 2
71 171 4
71 177 7
71 180 7
71 185 3
71 186 2
71 189 8
71 190 7
71 202 9
71 209 8
71 212 1
71 218 3
71 220 3
71 226 5
71 228 7
71 244 9
71 245 8
71 259 3
71 270 5
71 271 10
71 289 4
71 291 7
71 292 1
71 299 7
72 0 1
72 4 10
72 9 1
72 12 3
72 19 10
72 25 6
72 34 9
72 35 10
72 50 3
72 52 4
72 58 3
72 60 6
72 63 10
72 67 8
72 91 1
72 94 8
72 96 7
72 98 10
72 102 7
72 103 1
72 108 9
72 109 9
72 110 6
72 112 3
72 122 10
72 128 6
72 133 6
72 141 6
72 150 8
72 153 2
72 155 5
72 157 2
72 160 8
72 168 6
72 179 9
72 182 4
72 204 7
72 205 6
72 211 10
72 212 1
72 235 1
72 245 1
72 257 7
72 262 8
72 272 9
72 280 7
72 281 9
72 287 9
72 288 9
72 289 8
73 12 9
73 14 6
73 16 9
73 31 5
73 39 2
73 46 1
73 54 10
73 57 2
73 60 7
73 62 5
73 79 9
73 82 8
73 86 7
73 96 7
73 98 2
73 110 8
73 114 2
73 136 10
73 140 5
73 142 5
73 151 10
73 152 9
73 154 4
73 155 7
73 156 1
73 162 8
73 166 4
73 169 3
73 172 5
73 173 9
73 175 2
73 187 8
73 188 7
73 202 7
73 208 7
73 214 4
73 217 6
73 219 6
73 221 10
73 226 4
73 230 1
73 233 7
73 238 6
73 243 1
73 244 8
73 245 5
73 247 1
73 251 2
73 258 5
73 262 9
73 263 3
73 269 4
73 271 1
73 277 9
73 278 9
73 283 1
73 293 10
73 297 6
73 299 7
74 7 2
74 9 4
74 13 3
74 17 3
74 29 7
74 31 10
74 32 7
74 33 4
74 44 1
74 47 9
74 49 4
74 58 9
74 61 5
74 66 5
74 67 9
74 80 2
74 84 9
74 105 3
74 114 2
74 125 8
74 129 5
74 133 10
74 136 7
74 140 8
74 144 6
74 148 2
74 152 5
74 165 4
74 172 6
74 174 6
74 175 5
74 181 10
74 192 5
74 194 7
74 199 3
74 200 3
74 205 6
74 208 1
74 212 4
74 215 1
74 222 5
74 224 7
74 226 2
74 230 7
74 231 7
74 239 1
74 241 8
74 249 4
74 251 2
74 254 10
74 255 1
74 256 9
74 260 4
74 265 6
74 268 4
74 276 9
74 281 9
74 290 1
75 1 5
75 3 8
75 7 7
75 8 9
75 22 4
75 34 1
75 37 1
75 38 8
75 47 3
75 52 9
75 53 6
75 56 3
75 60 4
75 61 7
75 63 4
75 85 9
75 86 10
75 87 8
75 102 8
75 107 8
75 123 1
75 127 6
75 139 8
75 146 8
75 148 2
75 158 10
75 160 7
75 171 5
75 174 7
75 182 4
75 183 6
75 188 5
75 192 5
75 198 2
75 221 2
75 223 8
75 238 3
75 243 4
75 258 5
75 260 10
75 262 7
75 264 2
75 265 4
75 266 1
75 267 2
75 273 10
75 276 3
75 282 9
75 283 1
75 285 10
75 286 6
75 287 10
75 288 1
76 0 3
76 1 2
76 12 8
76 13 2
76 16 3
76 19 6
76 20 9
76 30 10
76 36 2
76 41 5
76 42 4
76 50 2
76 52 10
76 56 10
76 57 7
76 60 6
76 62 1
76 66 7
76 68 7
76 71 9
76 72 7
76 75 7
76 77 7
76 84 4
76 85 8
76 88 9
76 91 7
76 97 2
76 101 8
76 105 10
76 108 4
76 112 8
76 117 10
76 130 10
76 132 10
76 135 6
76 136 1
76 140 10
76 146 7
76 147 1
76 158 4
76 164 5
76 181 7
76 190 4
76 197 9
76 199 6
76 206 1
76 211 8
76 221 9
76 225 2
76 229 3
76 237 9
76 239 6
76 245 7
76 246 8
76 247 8
76 250 1
76 252 3
76 257 3
76 258 7
76 259 7
76 260 9
76 263 2
76 270 1
76 272 6
76 273 10
76 280 9
76 283 2
76 284 6
76 287 10
76 288 8
76 290 7
76 294 3
77 4 5
77 7 5
77 10 5
77 12 1
77 20 10
77 27 5
77 30 6
77 32 7
77 35 1
